================================================================================
RUNG 3A GAM AUDIT — n_splines hyperparameter sensitivity sweep
================================================================================
Loading panel: data/master_panel_v2.parquet
  46,811 rows, 119 months, 442 tickers, 27 features

================================================================================
n_splines = 3
================================================================================
  ERROR for n_splines=3: n_splines must be > spline_order. found: n_splines = 3 and spline_order = 3

================================================================================
n_splines = 5
================================================================================
  [gam_ns15] fold  16/58 | 2021-05 | n_train=28,158 | n_test= 416 | IC=+0.1485 | elapsed=429.4s
  [gam_ns15] fold  17/58 | 2021-06 | n_train=28,574 | n_test= 416 | IC=-0.0950 | elapsed=459.4s
  [gam_ns15] fold  18/58 | 2021-07 | n_train=28,990 | n_test= 417 | IC=-0.0424 | elapsed=489.3s
  [gam_ns15] fold  19/58 | 2021-08 | n_train=29,406 | n_test= 417 | IC=+0.0008 | elapsed=519.4s
  [gam_ns15] fold  20/58 | 2021-09 | n_train=29,823 | n_test= 417 | IC=+0.1006 | elapsed=550.3s
  [gam_ns15] fold  21/58 | 2021-10 | n_train=30,240 | n_test= 418 | IC=+0.0903 | elapsed=581.5s
  [gam_ns15] fold  22/58 | 2021-11 | n_train=30,657 | n_test= 418 | IC=-0.0274 | elapsed=613.2s
  [gam_ns15] fold  23/58 | 2021-12 | n_train=31,075 | n_test= 418 | IC=-0.2216 | elapsed=645.4s
  [gam_ns15] fold  24/58 | 2022-01 | n_train=31,493 | n_test= 418 | IC=-0.0328 | elapsed=678.0s
  [gam_ns15] fold  25/58 | 2022-02 | n_train=31,911 | n_test= 418 | IC=-0.0703 | elapsed=710.9s
  [gam_ns15] fold  26/58 | 2022-03 | n_train=32,329 | n_test= 418 | IC=-0.1208 | elapsed=744.4s
  [gam_ns15] fold  27/58 | 2022-04 | n_train=32,747 | n_test= 419 | IC=-0.0858 | elapsed=778.7s
  [gam_ns15] fold  28/58 | 2022-05 | n_train=33,165 | n_test= 420 | IC=-0.0614 | elapsed=813.5s
  [gam_ns15] fold  29/58 | 2022-06 | n_train=33,584 | n_test= 422 | IC=+0.0123 | elapsed=849.2s
  [gam_ns15] fold  30/58 | 2022-07 | n_train=34,004 | n_test= 422 | IC=-0.0725 | elapsed=886.7s
  [gam_ns15] fold  31/58 | 2022-08 | n_train=34,426 | n_test= 422 | IC=+0.0045 | elapsed=925.9s
  [gam_ns15] fold  32/58 | 2022-09 | n_train=34,848 | n_test= 422 | IC=+0.0011 | elapsed=963.9s
