,EarningsYield,GrossProfitability,AssetGrowth,Accruals,Momentum12_1,NetDebtEBITDA,SUE,AnalystRevision,AnalystDispersion,RevisionBreadth,Beta,IVOL,ShortInterestRatio,InstOwnershipChg
2020-09-30,0.09279160591920252,-0.18257130970167543,-0.1001917772991072,0.12357487023540283,-0.10086857398157456,0.025434933311489438,0.07544887398441055,0.026077073430605998,0.00206264016984509,-0.0035291553710723,0.14032841808061453,0.050678602958661306,0.05482216524260756,0.02209531639679916
2020-10-30,0.08909861302144666,-0.15144143831280582,-0.05882091914033579,-0.03916471891926832,-0.33884671935612765,0.035354816259281815,-0.1528883977847929,-0.11546862011260899,0.4069739990661582,-0.10046807580908172,0.5925251049819551,0.3534162665058874,,
2020-11-30,-0.020975340454115223,-0.04225990180983496,0.02444746425033177,0.012056158249198545,-0.1480046989843849,-0.11929617935020422,-0.1314715851674172,-0.01054398934045277,0.1975061600172158,-0.031055234204954738,0.2985746583780964,0.2896756987319007,0.01793671747077313,-0.04420008203309057
2020-12-31,0.10021816299411984,-0.09999264771135835,-0.14511151654632226,-0.07295990161547779,0.02810988318174133,0.03093567406979191,-0.0627433360321628,0.1396487707773439,0.2262524004510329,0.10436039799904245,0.05109500315167681,0.24108270381184851,0.005796430379755399,-0.016796312787077196
2021-01-29,0.133292928201889,-0.1741861216374576,-0.088132026100653,0.05929536384454489,-0.2338764146834335,-0.0011014732204323893,-0.1497914188083196,-0.023188602210632063,0.30777105531665944,0.07228675242308097,0.6496265439266131,0.25647259554988383,,
2021-02-26,0.45352937518111835,-0.12510364125976423,-0.17605292565045455,0.11492653567587618,-0.2747877439314554,0.09573778265563393,0.08702743297358981,-0.12024235004072127,-0.3033832293394824,-0.005759762649518996,-0.09796367662234887,-0.368717442911193,,
2021-03-31,0.013352245498267726,-0.02290421634481864,0.1704715285711347,0.08771190835168553,0.03698842417419528,-0.00997653482817809,0.13847230688190215,0.09240293226402287,-0.04089415935493562,0.004578329359824477,0.011463232350453077,-0.09049268667067364,-0.0998175541157544,0.048996335718284
2021-04-30,0.04606501692381855,-0.2220798708102719,-0.13824305686822994,0.019456804347486544,0.16817858443058942,-0.05279337142484055,0.009099349221570689,0.059345604142442616,0.1442987503023336,0.14854533909533232,0.2536099949840995,0.08560671965451723,-0.06250670137330434,0.04955354106796062
2021-05-28,-0.21028171453949943,0.41138751335537144,0.19807433035973337,-0.14139004576040676,-0.016039825152409856,-0.14738639087941835,-0.0015593878337453492,0.04552422065187188,-0.014971179410762484,-0.06884543740533754,-0.13698801734273208,0.24115748042981805,,
2021-06-30,0.06138729618661911,0.2995778797240749,0.21758713356597495,0.07824177003813253,-0.19212834860013658,0.08193973968027728,-0.06247046787872091,-0.001628488777470077,-0.3804163359473336,-0.021757436504250417,-0.3306443802770298,-0.2319027113069588,0.01357881067120757,0.02119718289914129
2021-07-30,0.038988807147117145,-0.0530830572107494,0.13029030851921228,0.03285833959718885,0.22760805185310576,-0.05878639116964096,0.025799585382125925,0.13996634249787873,0.06616222762571494,0.09058382664974299,0.08652030043334079,0.07338391306398583,,
2021-08-31,-0.1283664696986768,-0.2890544245314184,-0.11702848075814289,-0.06827964623210957,0.032827799725745364,-0.10374464262605147,-0.08928830369271509,0.013095079157259359,0.22568659824089998,-0.061571717356996285,0.22701169445959465,0.12032027241227376,-0.045673009294336764,-0.006753907605040987
2021-09-30,-0.06113902102582575,0.08094628712125293,0.16371438762160986,0.007776032715687807,0.18750737214741375,-0.2206398291002342,0.05124917143464676,0.02720817027326789,-0.025566074854410894,0.09879120938267343,0.10719772793347336,0.058827518244099354,0.0036298909621898666,0.06361500427374175
2021-10-29,0.1082921026439867,0.2467608389988439,0.056519747805791005,-0.07262031659419083,-0.0759935583502335,0.023561813994241506,0.009296675928120342,0.06434137266012545,-0.19330089586708157,0.018053777548187606,-0.1330665815558511,-0.072035549377631,,
2021-11-30,0.17130204360451834,0.02953748100718467,-0.1914690366251855,0.02854819092263654,-0.3269030820646131,0.20228813381788444,0.059842728057424466,-0.08866110616839111,-0.2083583404741862,-0.0488029391533772,-0.34557614728117564,-0.22709366667859118,-0.050016985195566584,-0.03574063057906183
2021-12-31,0.16780806359323847,-0.49805859420090737,-0.37504125122769866,0.07857856710672509,-0.28234279572504095,0.09899185573223157,0.053018371290169966,-0.018404419587059045,0.08386560498231288,0.015713172580247594,-0.08606470476362289,-0.16532095447352332,-0.18114584653777005,-0.0949845541298185
2022-01-31,-0.10647405003054625,-0.2077692379418574,-0.20490750975674282,-0.09657309816129105,0.0724627584635795,-0.047843537389819606,0.017818457705829266,-0.015046195855015682,0.14968921170423993,0.01189398931521545,0.0854423113339155,0.09026191705556474,0.06221132869413963,-0.11651671955642674
2022-02-28,-0.13356788101573422,-0.0771344763322535,-0.1286932325805285,-0.1633136206480916,0.10327666041507447,0.14184252608265469,-0.07715436660574866,0.026352839782991022,-0.06667237632480263,0.08413471597386821,-0.1910155503881231,-0.14546252926198777,0.03647450598137864,-0.05883869155070052
2022-03-31,0.09305965163958715,-0.04010765533681097,-0.28257122927926087,-0.06339622839917855,0.07630144496577172,0.20359495478468206,-0.006674336363469419,-0.03399408269664098,-0.1446264264026687,-0.016528832466854583,-0.48801800176131815,-0.3148962553660188,-0.05696510320571221,0.10504654525546546
2022-04-29,0.1411721888270944,-0.2256408190059187,-0.14826276417756967,0.07190820571983794,0.021662919841626476,0.04518375952370628,0.022000206136604868,-0.0024747533761492126,0.09566842480641505,0.02623775003191213,-0.02482068421890752,0.012610995685459389,,
2022-05-31,-0.10430788133975435,0.15457348869762422,-0.07698361651989571,-0.037249494368529916,0.09881862341978406,0.08580274938479997,0.08039860616089023,-0.15170042764195288,-0.41949712473689893,-0.16440364521934608,-0.4888271925180242,-0.3160990760715771,-0.09797597175331585,0.02923574522567986
2022-06-30,-0.13497185306991008,0.160744443567108,0.30224036134609567,0.05556660442132512,-0.25665055004856735,-0.17941692913157287,0.03233547416209684,0.06285272667749697,0.14297379946063818,-0.08541153312324404,0.5990525315950185,0.22118323851491492,0.11767093076168349,-0.0466550510937302
2022-07-29,0.02680978332703375,-0.2812131080253686,-0.10891408110224228,-0.040882889660591185,0.2784939425755518,0.046284574340791196,-0.02513887974443193,0.09912190786153642,0.11308900540280514,0.14644731238142114,-0.11985413527238116,0.1195605663206231,,
2022-08-31,-0.021044589664953244,0.06536447777503021,-0.07613766746583488,-0.0017707548330494224,0.1634465233078413,-0.15338150780744864,0.0950741279847051,0.08496977182476163,-0.06022007144899268,0.1255372261469476,-0.12323228903854765,-0.1433889863504488,-0.11395161892658719,0.007308421886588887
2022-09-30,0.17925574083187998,-0.10387199244018705,-0.1634874075326769,0.08915250747365891,0.15245338255584254,-0.04786227791862397,-0.017506450504135008,0.004202102039962576,0.15183061711419862,0.04087336589842194,-0.009021836156829317,-0.03893089964113703,-0.011077697493191473,-0.006388826192809611
2022-10-31,0.16485041676491063,0.0979227662194095,-0.037644288495316994,0.12045691686187314,-0.1900004207528827,0.010859176568265074,0.037330223385638656,-0.041926440598302056,-0.007848921377095483,-0.07743162671998936,0.1331786634062512,-0.06099567375030122,0.015527377798636133,0.08480593385337373
2022-11-30,0.0596778924437301,-0.06617173044817296,-0.2976181227515961,0.08898229169474747,0.1831997031968268,0.1576050266282635,0.08866178363991352,0.011020057330957128,-0.23294014814167696,-0.004265762762311251,-0.3669582905912624,-0.24320388888273534,-0.1516480345509422,-0.015619685514245548
2022-12-30,0.09967862571877209,0.06637927333874169,0.21021427105703666,0.051304065161305375,-0.5235127942273063,-0.20563903079330487,0.07675735395163245,-0.1793443386990624,0.35701389747973766,-0.15665424921621798,0.6643734973298243,0.4050397245787113,,
2023-01-31,-0.04486836371513788,0.00376949292574634,0.0555255564819437,0.012937087377174113,0.03511938335161421,-0.08039233960449059,0.011824973245498596,0.12184844186612388,0.07853485173801714,0.00029522499908652235,0.11254228557467377,-0.029300313851534057,-0.0020585486759546914,
2023-02-28,-0.3059581728601699,0.38589239250083146,0.11181291451198654,-0.13214982002655545,-0.07144570032553946,0.07362286934859799,-0.11236181124031479,-0.0992459439615294,-0.15059603658226287,0.10486046617074293,0.0710999035271809,0.038769543303201134,0.0594173721609186,
2023-03-31,0.010668764677846826,-0.010381534457984625,-0.11683232847362325,0.02643415371185637,0.05949861048741043,0.06265444331139382,0.00701487264617698,-0.018051909231396924,-0.14936284478227316,-0.03848197001593759,-0.315020078171669,-0.1873796598655933,-0.17821513456882804,-0.10245128587578553
2023-04-28,-0.22331364624449784,0.10550219393808628,0.13753501232988846,-0.06827845129634118,0.000443006727908879,-0.12913819291038742,-0.0008668858339489883,0.047504743301476075,0.025659140139840726,0.024317065214530427,0.30120962561997244,0.09864046997126455,,
2023-05-31,0.07353537494658093,0.056414799335576485,0.019640155583048147,0.08758643372354578,0.048494334794245024,-0.09188338212108502,0.030645423086664014,0.1305901872358549,0.15748018387256907,0.17207990222141611,0.36888775069914914,0.1538108373515691,0.259735273713187,0.05957760083264294
